Clean_Content,Human_Label
"dey close to gree deal with leganes for kenneth omeruo wey reash €5m. but still dey struggle to gree with sheffield wednesday for michael hector. him contract wey dey for west london go finish next summer. baba rahman own worse, no club for england dey luk him side.",positive
anas en claims sey attorney general no want deal plus nyantakyi ‘shabo-shabo’ be unfair – gloria akuffo,neutral
congrats!!!!! early monday credit alerts dey sweet! na why you gats dey play,positive
": we don get over 5,500 signatures for online petition'",neutral
happy independence nigeria,positive
you say 'okoro' wetin?,positive
“di group tough and we go nid dey our best to fit qwalify enta knockout stage.”  give hin first word onto our  group draw!,positive
di bridge wey don dey di school since 10 years bin connect hostel inside university of bauchi to lecture hall.,neutral
"""make we talk wit church mind: we no plum today, atalanta beta pass us dis night. we nid learn from am and continue to dey work hard to do beta."" - oga paulo fonseca",negative
this pereira na dustbin! jesus is lord!,negative
muip na the first pidgin brand wey reach 100k likes on facebook.,positive
e dey sweet us for belle too!,positive
"una rememba when dis one happen? if you do anyhow, we show you anyhow. the pesin wey dey behind the handle dat time na legend. later delete am.",neutral
juan mata’s passes for the final third dey sloppy.,positive
for di last 10 years which african player don totori you pass?,positive
coronavirus update: nigeria dey suspect anoda -19 case for enugu.,negative
unto batch number 4: adeniyi adebayo geoffrey onyeama isa ibrahim pantami emeka nwajiuba sulieman adamu,neutral
nigeria don sign di african trade agreement.,neutral
"cengiz ünder comot from hin lungu when hin just be 10 years to go gather sabiness on how to tap ball wella. now hin be one of our ogbonge starboys dem. for our ogbonge talk talk wey we get wit am, di sabi player yarn evri evri wey hin see for di waka...",neutral
una good morning. who dey? see who dey carry body come today  exclusive with the  . tunein via  or join us for instagram live . pidgin radio 100% nigerian music 100%…,positive
ruga na serious mata and must be handled with care - soyinka,negative
"all hail nigeria actress, producer and philanthropist, di ""king"" tonto dike.  if you tink say you know her, oyo fit be your case ooo. ""we too like amebo"", see di latest episode of 'question till mouth pain'.",positive
na like dis table be now,positive
77' var cancel the 5th goal. na 4-4. korret score.,positive
"shey na you born am? leave wetin dey write for the bodi of motor, enta am.",positive
roma pidgin admin dey call fifa lowkey say make dem cancel international break forever,negative
fifa don carry anoda one enta 18 box. dem don reduce i.t. slots for evri clubs to 8 as far as the players dey go abroad for i.t. so na 8 of our players fit go i.t. abroad next season. the slots go still reduce to 6 by next two seasons.,positive
som pipu still dey argue naija jollof 🆚 ghanaian jollof,negative
"us embassy don suspend drop box visa renewal program, 5 years after",negative
campaigners dey demand say de telcos for reduce data prices,negative
"make daniel james dey chop bench vs small teams. mason greenwood get sense. no be pace everytime, sometimes na ‘common sense’",positive
64' 🧤 fine save from pau lopez as in no allow correa score. 1⃣-1⃣,positive
see wetin cause di nnpc pipeline fire elosion wey kill pipo for lagos on thursday,negative
no john nchekwube mikel obi? the list get k-leg.,neutral
wetin to sabi about dis 'jesus' wey enta africa.,neutral
mason greenwood x angel gomes. boys wey sabi!,positive
14' el shaarawy carry beta curving bend ball enta net from like 20 yards. 0⃣-1⃣,positive
pope francis test negative for coronavirus afta ash wednesday worry,positive
️ today na matchday 🆚   fatih terim stadium ⏰ 6:55pm (naija time) ⃣,neutral
why e be so nowadays?,neutral
"for any wia wey you dey, how you dey do social distancing ontop coronavirus? dis picture come from  you fit share your own too.",neutral
"""nigerians wey dey abroad get chance to return back home, but..."" dis na according to  ️read more",neutral
airport security arrest man wey wan follow air peace plane go 'abroad',negative
5 tins you fit no know about mobolaji johnson lagos first govnor,neutral
man utd go win tonight. their daddy!,positive
forza roma ! ️ naso dem dey do am,positive
who else nah?,neutral
64' hendrick collect mtn for tackle wey he give kovacic.,neutral
i dey evriwia!,neutral
⏸️ half time leonardo spinazzola goal give us lead enta break!,positive
"if you ask me, na who i go...",neutral
ioc don postpone tokyo games till 2021,negative
"di vaccine for di new coronavirus 'covid-19' fit dey ready in 18 months, according to who. for lagos, nigeria chinese pipo get one special community wey dem call china town. dis na how dem dey reason di coronavirus mata.",neutral
true talk. hin case nid dokintar.,neutral
e for be 4-0 but sterling miss sitter.,positive
skippo. tanda. wella. x,positive
boris johnson win first vote to be tory leader,positive
12' - oh boy! empoli don equalise as juan jesus nod ball enter hin own net. 1-1,positive
"marcus rashford don join hand for 16 goals inside 20 premier league games dis season (12 goals, 4 assists). [opta] how many goals una feel say hin go get las las?",positive
"pellegrini: ""bros, dem don give you target say make you score 10 freekicks befor season end o."" kolarov: ""dat one no be wahala for me nah. na you dey fear my fear for me?""",positive
"goodluck jonathan say im no get house, bank account or bizness for di abroad",positive
89' burnley don score again.,positive
he gats work hard to replace pulisic.,positive
11' willian waste the free kick.,neutral
"lampard: 'na competition we wan win, the whole squad nọ be just small boiz dey am. you no fit use, to play one day for wembley, play. i no go use dis game play even if i make changes.'",positive
angry fans don destroy ex- striker zlatan ibrahimovic’s statue for sweden.,positive
"how una take see dis new feature wey twitter wan add for di app, make dem make am global?",neutral
"southgate invite two nigerians, abraham and tomori for england euro qualifiers.",positive
wetin you think say happen to alexis sanchez’s form?,positive
"if dem born you well, wear newcastle and pass oshodi. chelsea fans go beat shege.",negative
man down! italian daniele rugani na di first juventus player to test positive to covid-19,negative
"solskjaer don confirm say ethan laird, dishon bernard and dylan levitt go start for united tomorrow.",positive
america honour nigeria imam wey save christians from killer 'herdsmen',positive
you wan watch di full episode? oya:,neutral
make somebody tell roberto martinez to sharap. e talk say the penarity na ojoro.,positive
"solskjaer to young: “guy abeg, give us two more years now.” ashley young:",positive
birds go replace jammeh face ontop gambia new money,negative
dis be some of de juicy packages prez akufo-addo give ghanaians: free water bills for 3 months no cut in water den electricity supply tax holiday for all healthcare workers ️read more:,positive
andreas: “our plan dey work. make dem talk 🤫” [ig],positive
oya with us  listen to new and beta gospel gbedu from listen via  or download the app on play store 1mb.,positive
cardio b aka chioma b don yarn say na record label wahala . make fall remix no drop w davido .,positive
see di biggest songs of di last ten years ontop spotify,positive
dem flog mukhlis bin muhammad of di aceh ulema council (mpu) 28 times. dem flog di woman wey im get affair with 23 times.,neutral
daje roma! ️ 1-2,positive
"nysc ""never ever"" post anybody go any religious organisation and dem ""no intend to compromise on dis very sensitive posting policy"".",neutral
oya make you listen to the only wey dey play you % naija music. celebrities interview for listen via  . no forget promote your song. advertise call 08111356509,neutral
"owen hargreaves ontop greenwood: ""e get the perfect role model for hin front, marcus rashford. just dey learn from am. for hin age, 18, i believe say na mad finisher. the guy go become super star, no doubt.""",positive
